0;992;0;19;0;239;620;0;573;0;482;0;0;0;1810;0;358;437;596;598;961;803;202;378;174;0;276;0;805;58;0;0;779
1;970;0;281;0;316;0;0;320;0;950;0;0;44;1301;0;468;220;108;247;1284;1204;0;345;1167;0;0;0;1226;547;0;0;488
2;1276;0;0;0;656;843;0;724;103;148;0;0;45;1394;0;722;10;193;913;787;1237;174;159;131;0;0;0;1423;0;0;0;663
3;321;0;93;0;580;647;0;877;0;482;0;0;0;1527;0;284;0;537;190;649;942;0;296;0;0;0;0;1259;0;0;0;1076
4;576;0;554;0;211;0;0;971;0;195;0;0;0;1682;0;0;218;0;933;1317;793;0;375;425;0;0;0;991;30;0;0;876
5;1117;0;0;0;493;337;0;504;0;483;0;0;0;1177;19;152;88;443;79;793;1279;0;465;0;0;73;0;1632;74;0;0;906
6;373;0;120;0;0;614;0;550;0;377;0;0;87;1309;0;345;0;226;654;1247;754;0;270;396;0;0;0;1594;48;0;0;1110
7;534;0;0;0;356;673;0;976;0;193;0;0;113;1336;0;297;134;260;335;763;742;365;784;173;0;0;0;1375;310;0;305;915
8;734;0;359;0;42;756;0;625;0;254;0;0;0;861;0;184;376;174;458;1508;684;0;731;405;0;148;166;1348;172;0;0;702
9;898;0;246;0;348;661;0;651;0;449;0;0;0;1794;0;415;576;358;532;871;950;121;934;423;0;0;0;951;0;0;0;946
10;1114;0;699;0;0;86;0;705;0;539;0;0;25;746;0;339;173;0;599;1264;1039;7;895;273;0;0;0;1498;0;0;0;665
11;973;0;0;0;37;191;0;517;320;225;0;0;0;1387;86;344;316;0;230;702;900;371;453;307;0;0;0;1605;0;0;0;856
12;883;0;0;0;205;977;0;937;0;257;0;0;0;1489;0;509;321;957;12;1144;807;144;717;354;0;0;26;1453;202;0;0;801
13;1005;0;0;0;329;789;0;800;0;510;0;0;134;1368;0;403;0;171;0;903;1226;81;500;311;0;0;0;1383;0;0;0;772
14;731;0;90;0;118;789;0;831;0;604;0;0;115;1104;0;314;159;176;594;1086;671;150;835;244;0;0;0;1155;133;0;0;637
15;894;0;26;0;0;445;0;593;39;480;0;0;253;1599;0;196;413;0;134;1183;1941;424;757;507;0;0;0;980;297;0;0;272
16;535;0;361;0;245;782;0;404;0;411;0;0;185;1034;65;332;0;0;572;1379;511;339;744;266;0;0;0;1167;25;0;0;1102
17;1049;0;53;0;64;591;0;816;0;807;0;0;85;1002;29;83;0;434;205;1165;1323;0;397;338;0;0;0;1465;233;0;0;830
18;904;0;0;0;414;722;0;630;0;421;0;0;0;1263;0;454;160;546;278;985;1052;84;286;391;0;98;0;1136;36;0;0;771
19;552;0;224;0;0;432;0;549;0;317;0;0;157;1043;18;0;0;19;454;1245;952;520;769;221;0;0;0;1214;191;0;0;1010
20;880;0;0;0;0;757;0;423;0;368;0;0;172;1334;0;574;97;167;264;1528;951;0;657;411;0;0;0;1174;113;0;0;1104
21;952;0;0;0;118;395;0;638;0;491;0;0;0;1108;0;740;0;65;352;928;1122;0;0;413;0;115;0;1253;20;0;20;601
22;1001;0;21;0;257;319;0;799;0;427;0;0;125;957;0;330;265;186;751;758;879;192;700;350;0;0;0;1554;19;0;0;792
23;978;0;427;0;76;632;0;916;0;452;0;0;228;954;0;139;248;148;915;1316;947;0;713;328;0;0;0;1292;154;0;0;1090
24;804;0;0;0;141;442;0;605;0;675;0;0;0;1350;0;409;259;53;499;1010;832;294;330;353;0;0;0;1186;245;0;0;1185
25;419;0;74;0;0;626;0;600;0;0;0;0;0;1449;63;309;319;427;632;1065;1218;26;556;268;0;2;0;1200;0;0;0;957
26;720;0;27;0;374;306;0;376;0;277;0;0;0;894;0;347;255;10;0;1437;1248;0;537;586;0;0;66;1910;0;0;0;772
27;519;0;0;0;272;470;0;654;0;471;0;0;0;1356;0;389;106;163;82;1037;565;493;273;50;0;106;0;1180;0;0;0;1036
28;663;0;0;0;266;1019;0;680;0;615;0;0;0;1168;0;430;47;477;85;795;918;0;297;335;0;203;0;1634;0;0;0;970
29;735;0;135;0;103;801;0;782;0;572;0;0;82;1144;83;186;0;0;553;995;1190;161;741;295;0;0;0;1198;0;0;223;806
30;856;0;399;0;570;796;0;708;205;441;0;0;0;1414;0;832;269;0;0;1038;1189;0;385;0;0;0;55;1442;259;0;0;525
31;1124;0;245;0;0;359;0;539;0;0;0;0;0;1267;0;570;599;362;228;1161;880;591;195;188;0;0;0;1214;0;0;0;914
32;945;0;0;0;741;170;0;973;0;147;0;0;33;1252;0;323;590;227;438;1225;387;0;484;359;0;0;0;1368;0;0;187;1286
33;870;0;0;0;96;397;0;662;2;326;0;0;0;1477;0;311;246;0;116;452;1274;143;703;156;0;0;0;1289;105;0;0;1341
34;282;0;0;0;225;293;0;817;0;19;0;0;124;1552;0;221;336;213;358;997;584;298;917;0;0;0;0;1713;0;0;0;1049
35;1141;0;0;0;337;946;0;901;0;293;0;0;0;1625;0;615;52;220;0;910;1006;61;391;140;0;40;0;1314;243;0;0;965
36;633;0;334;0;88;480;0;748;0;694;0;0;123;1432;0;166;96;0;127;1284;940;0;589;530;0;12;0;1430;114;0;0;811
37;542;0;5;0;323;218;0;800;0;0;0;0;0;1634;0;691;289;166;155;879;978;163;371;267;0;0;0;1273;0;0;0;523
38;594;0;175;0;222;657;0;886;0;401;0;0;80;1845;0;418;636;629;360;789;1241;420;706;502;0;0;0;1420;339;0;0;693
39;728;0;0;0;160;249;0;544;0;758;19;0;184;1513;0;330;177;193;124;965;471;305;966;31;0;0;0;1432;160;0;32;1108
40;504;0;0;0;328;551;0;771;0;318;0;0;0;1321;0;52;0;296;6;854;757;282;647;0;0;0;0;1292;0;0;39;844
41;505;0;0;0;598;490;0;615;161;301;0;0;79;1336;74;705;4;175;471;647;1066;618;480;562;0;0;0;1264;5;0;0;843
42;409;193;284;0;132;579;0;621;0;423;0;0;0;1011;0;13;205;872;705;1056;1060;36;649;685;0;0;153;884;0;0;0;890
43;651;0;309;0;349;0;0;1130;0;181;0;0;52;1532;0;422;730;113;392;726;1514;318;499;176;0;0;0;1320;0;0;0;1209
44;897;0;303;0;0;215;0;1002;0;61;0;0;577;1416;0;749;0;134;718;737;1321;293;387;270;0;76;0;697;0;0;162;1701
45;667;0;567;0;0;488;0;179;0;728;0;0;0;1127;297;563;9;375;1234;1856;1378;0;445;612;0;0;0;1231;27;0;0;683
46;757;0;93;0;726;695;0;439;0;557;0;0;0;1543;175;344;107;555;546;1073;1181;138;531;438;0;0;0;1230;0;0;0;985
